rmse,corr,r2,fold,model
0.08931925147771835,0.6087419553941112,0.0015231966972351074,Fold1_2010,pinn2
0.08972544968128204,0.4576817417667482,-0.0075789690017700195,Fold1_2010,pinn3
0.08968950808048248,0.13164200134352985,-0.0067719221115112305,Fold1_2010,hybrid
