rmse,corr,r2,seed
0.0599510557949543,0.765803883889301,0.5341664552688599,42
0.05060022696852684,0.8236350352825029,0.6681498885154724,123
0.05688564106822014,0.7782279942916493,0.5805865526199341,2024
0.05499942600727081,0.7977477228335221,0.6079392433166504,7
0.061452098190784454,0.7565579035089603,0.5105475783348083,999
