train_tot_loss,train_data_mse,train_phys_loss,val_mse
0.9694330181394305,0.9694330181394305,0.0,0.0024552637711167335
0.8648403851049287,0.8648403851049287,0.0,0.0021783066098578275
0.84860312300069,0.84860312300069,0.0,0.0022163541871123016
0.8311179258993694,0.8311179258993694,0.0,0.002196791802998632
0.8349286083664212,0.8349286083664212,0.0,0.00217143923509866
0.8217819620456014,0.8217819620456014,0.0,0.002176058036275208
0.8220755926200322,0.8220755926200322,0.0,0.0021646728389896454
0.8027526981064251,0.8027526981064251,0.0,0.0021509623853489756
0.826247404728617,0.826247404728617,0.0,0.0021844173315912485
0.8208231798240117,0.8208231798240117,0.0,0.002149059472139925
0.8260053555880275,0.8260053555880275,0.0,0.0021608487353660167
0.8131089008280209,0.8131089008280209,0.0,0.002146506879944354
0.8063062088830131,0.8063062088830131,0.0,0.002148345927707851
0.7987050435372761,0.7987050435372761,0.0,0.0021472723106853663
0.8002295110906873,0.8002295110906873,0.0,0.0021625822060741483
0.7846048580748695,0.7846048580748695,0.0,0.0021314707002602516
0.7911164217761585,0.7911164217761585,0.0,0.002158726449124515
0.7781559516276632,0.7781559516276632,0.0,0.0021623268141411243
0.7851729914546013,0.7851729914546013,0.0,0.002149898826610297
0.7772084112678256,0.7772084112678256,0.0,0.002139288210310042
0.7608469213758197,0.7608469213758197,0.0,0.0021430916734971107
0.7688494973949024,0.7688494973949024,0.0,0.0021390954032540323
0.7485661038330623,0.7485661038330623,0.0,0.0021513441461138427
0.741761289536953,0.741761289536953,0.0,0.0021559049491770566
0.7292178166764123,0.7292178166764123,0.0,0.0021498165908269582
0.7252643310597965,0.7252643310597965,0.0,0.002145626849960536
0.7118326521345547,0.7118326521345547,0.0,0.0021258775028400122
0.7043032678110259,0.7043032678110259,0.0,0.0021679304423741995
0.689118647149631,0.689118647149631,0.0,0.0021720338962040843
0.6632965643491063,0.6632965643491063,0.0,0.0022074510459788145
0.6535337854708944,0.6535337854708944,0.0,0.0022373538929969074
0.6545258355992181,0.6545258355992181,0.0,0.0022408833145163955
0.638359472155571,0.638359472155571,0.0,0.002329469157848507
0.6051516852208546,0.6051516852208546,0.0,0.0023529240512289106
0.6104841828346252,0.6104841828346252,0.0,0.002327232249081135
0.5725629936371531,0.5725629936371531,0.0,0.0024009539978578688
0.5551751511437553,0.5551751511437553,0.0,0.0025977256358601154
0.5288081860968045,0.5288081860968045,0.0,0.00251877581467852
0.4934033283165523,0.4934033283165523,0.0,0.002585962356533855
0.45473625670586315,0.45473625670586315,0.0,0.002589032519608736
0.4408429541758129,0.4408429541758129,0.0,0.0027316181571222843
0.421713368168899,0.421713368168899,0.0,0.002733973413705826
0.37640636573944775,0.37640636573944775,0.0,0.002887509437277913
0.3712296975510461,0.3712296975510461,0.0,0.0028703925432637333
0.3465040751865932,0.3465040751865932,0.0,0.003026158967986703
0.31104752740689684,0.31104752740689684,0.0,0.003053413738962263
0.29891224950551987,0.29891224950551987,0.0,0.003008480172138661
0.267519101234419,0.267519101234419,0.0,0.002976866019889712
0.2691032596464668,0.2691032596464668,0.0,0.0031710245297290386
0.23190802495394433,0.23190802495394433,0.0,0.0030708141042850912
0.25318161504609243,0.25318161504609243,0.0,0.0031457716249860823
0.2135467795389039,0.2135467795389039,0.0,0.003105662460438907
0.21758854469018324,0.21758854469018324,0.0,0.0029432623996399343
0.19211404637566634,0.19211404637566634,0.0,0.0032689323648810386
0.1927372467304979,0.1927372467304979,0.0,0.003311318450141698
0.1585284282586404,0.1585284282586404,0.0,0.0033324332674965263
0.15617669400359904,0.15617669400359904,0.0,0.0032905450440011918
0.1550342608243227,0.1550342608243227,0.0,0.0034573298529721797
0.13462371725056851,0.13462371725056851,0.0,0.0033427510410547257
0.14186450546341284,0.14186450546341284,0.0,0.003367921430617571
0.14692561062318937,0.14692561062318937,0.0,0.0032869113725610077
0.11685775592923164,0.11685775592923164,0.0,0.003299180301837623
0.1238100157518472,0.1238100157518472,0.0,0.0033906540251336993
0.10640620879296746,0.10640620879296746,0.0,0.0033859624643810095
0.11466067084776503,0.11466067084776503,0.0,0.0034002904780209065
0.10367821396461555,0.10367821396461555,0.0,0.00326235368847847
0.10601115758929934,0.10601115758929934,0.0,0.0034381510340608656
0.09740212173866374,0.09740212173866374,0.0,0.00340217367047444
0.098628966403859,0.098628966403859,0.0,0.003385804162826389
0.08702836584831987,0.08702836584831987,0.0,0.003367011691443622
0.09286989950175796,0.09286989950175796,0.0,0.003322373621631414
0.0881216705643705,0.0881216705643705,0.0,0.0033615616732276974
0.0851457661816052,0.0851457661816052,0.0,0.003459261648822576
0.08448786208672183,0.08448786208672183,0.0,0.003388996736612171
0.08135624362954072,0.08135624362954072,0.0,0.00346886923070997
0.07300988917372056,0.07300988917372056,0.0,0.0033645262476056812
0.07611550497157234,0.07611550497157234,0.0,0.003378144511952996
0.07989442494830915,0.07989442494830915,0.0,0.0034097245545126496
0.06697521964088082,0.06697521964088082,0.0,0.003294831910170615
0.07372671804789986,0.07372671804789986,0.0,0.0033509642467834055
0.06852216805730547,0.06852216805730547,0.0,0.00341486947145313
0.0677104771935514,0.0677104771935514,0.0,0.003325150639284402
0.06171186274981925,0.06171186274981925,0.0,0.00328531377017498
0.0605936656439943,0.0605936656439943,0.0,0.003359819867182523
0.06905422532664877,0.06905422532664877,0.0,0.003376725025009364
0.06135337560304573,0.06135337560304573,0.0,0.0033376720733940602
0.06281281069719366,0.06281281069719366,0.0,0.0033166701556183397
0.05483993482110756,0.05483993482110756,0.0,0.003264062141533941
0.05930847115814686,0.05930847115814686,0.0,0.0033016787143424152
0.0575364621888314,0.0575364621888314,0.0,0.0032808458199724555
0.05831383913755417,0.05831383913755417,0.0,0.0032544330460950732
0.04907497371147786,0.04907497371147786,0.0,0.003203807712998241
0.05298632802441716,0.05298632802441716,0.0,0.0033573865075595677
0.05178094229527882,0.05178094229527882,0.0,0.0032171808881685136
0.05236065999737808,0.05236065999737808,0.0,0.0032541326945647597
0.052796229254454374,0.052796229254454374,0.0,0.0031953981262631713
0.04888258109401379,0.04888258109401379,0.0,0.003311943891458213
0.05008942248033626,0.05008942248033626,0.0,0.003238064388278872
0.050883702867265256,0.050883702867265256,0.0,0.0032192306825891137
