rmse,corr,r2,seed
0.04993352293968201,0.4130814874175424,0.022031962871551514,42
0.0507621094584465,0.39978726091937605,-0.010693669319152832,123
0.051059845834970474,0.3988229846955746,-0.02258455753326416,2024
0.054146699607372284,0.3333566336584618,-0.14996397495269775,7
0.049263741821050644,0.4165533551064535,0.048091888427734375,999
