rmse,corr,r2,lambda_phys
0.05725609138607979,0.7855563927970696,0.575106143951416,0.1
0.05610791593790054,0.7892993390668123,0.5919763445854187,0.5
0.05406855046749115,0.8083620905775534,0.6210983395576477,1.0
0.055303022265434265,0.7941613445680892,0.603598952293396,5.0
