seed,rmse,corr,r2
42,0.0498875230550766,0.8269009788014081,0.6774322986602783
123,0.0492500402033329,0.8308860407065156,0.6856234073638916
2024,0.04895960912108421,0.8331566485795615,0.6893202066421509
7,0.04947366937994957,0.8289796383816056,0.6827619075775146
999,0.050962455570697784,0.8180639844950034,0.6633816957473755
