train_tot_loss,train_data_mse,train_phys_loss,val_mse
1.535952322623309,0.9741071953493006,0.005385013899820692,0.008125816937536001
1.3313413297428804,0.8946244593928842,0.0038256265688687563,0.0066406456753611565
1.127094566822052,0.7042198093498454,0.0035478563034249577,0.005216453457251191
1.045665411388173,0.6082423820215113,0.0036580711603164673,0.004741902928799391
0.9920290813726538,0.588509638519848,0.003248177400297102,0.004581193905323744
0.9654627302113701,0.5871901547207552,0.0032237791661720943,0.004404809791594744
0.9462070605334114,0.5581026603193844,0.0032876328263870057,0.004227586730848998
0.9723797580775093,0.5844822981778313,0.003310943084001979,0.004226256685797125
0.9368894240435433,0.5753705869702732,0.0030652627704993766,0.0043511498952284455
0.9056489572805517,0.5317966955549577,0.0032935147721539527,0.00419176573632285
0.932969727936913,0.5607788106974434,0.0031944709172581926,0.004126120707951486
0.9194743563147152,0.5655900161055958,0.002973615472643253,0.0039049630286172032
0.9087427538983962,0.5585335668395547,0.0030507922706687275,0.004102356848306954
0.8855913912548738,0.5499019535148845,0.002967725761289544,0.0038623216096311808
0.9022315214661991,0.5440223935772391,0.0031479641945813507,0.003953996347263455
0.8862210091422585,0.5407065012875725,0.003056024358717396,0.004124752129428089
0.8661920428276062,0.5296274335945353,0.0029723637066233683,0.0038141998811624944
0.8647187843042261,0.5645221033517052,0.0026530287817449253,0.0037917622830718756
0.857108333531548,0.5316003315589007,0.0029034104937797085,0.0036870078183710575
0.88312407802133,0.5422862066942102,0.0029456197859390695,0.0037226563435979187
0.8601373749620774,0.5361358453245724,0.002932443646440173,0.0038086893036961555
0.8885173885261312,0.5727004312417087,0.0028492280569694496,0.003659169131424278
0.8581795482074513,0.5088977235205033,0.0031099601867882643,0.0035948336590081453
0.8531891773728764,0.5533707001629997,0.002659094951334683,0.003799711470492184
0.8500641198719249,0.5219251969281364,0.002936388283748837,0.003734392172191292
0.8311083597295424,0.523872459636015,0.002771342700511655,0.004074528464116156
0.8524705487139085,0.5226123762481353,0.0029681084321483094,0.0036092979134991765
0.8289245612481061,0.514022104880389,0.002856151296702378,0.003783748368732631
0.8311146427603329,0.5315251332872054,0.002704478012781371,0.003941406728699803
0.8585583287126878,0.544160923537086,0.0028574381927576136,0.0037818599375896156
0.8606171327478745,0.5640000893789179,0.0026884552447454016,0.0036996775306761265
0.8238596951260286,0.4882899715619929,0.003031210015144418,0.0038814375293441117
0.8408440246301538,0.5472649704007542,0.002683437758070581,0.003731676784809679
0.8470688076580272,0.5362635973621818,0.002854389083736083,0.0036140205338597298
0.8184023815042832,0.5087048043222988,0.002792948528247721,0.0037348514306358993
0.8389843106269836,0.5341509002096513,0.0027851408813148737,0.0036965004401281476
0.8470191341989181,0.5244256152826197,0.002951049478724599,0.003434320038650185
0.8399769698872286,0.5224887062521542,0.002884664497447803,0.003869401349220425
0.842873611870934,0.5358297649551841,0.0028111252194160923,0.003571628301870078
0.8195624035947463,0.5167263956630931,0.0027806639178272557,0.003620478033553809
0.8095584792249343,0.48726041877970977,0.0029155391008209657,0.00375795504078269
0.815462631337783,0.5092708117821637,0.0028182028532576036,0.0035662291338667274
0.8379780264461741,0.5266093506532556,0.002875143477200147,0.0036803974071517587
0.8303826679201687,0.5186467573923224,0.0028774137197829343,0.00356569467112422
0.8005504117292517,0.5079607858377344,0.0026757666594622764,0.003453860292211175
0.8116530144915861,0.5002855746185079,0.0028217370649251867,0.003711503348313272
0.8115067166440627,0.48276404598179984,0.0030256236273357097,0.00361088989302516
0.8126168987330269,0.528299819020664,0.002621393349459943,0.0035953824408352375
0.8494761621250826,0.5180025433792788,0.003063334891682162,0.003610947518609464
0.8244029160808114,0.5202306736918056,0.0027830351198859073,0.0034753881045617163
0.8217338008039138,0.5312029912191278,0.0026545663884676553,0.003666715754661709
0.8163498622529647,0.5182538716232076,0.0027612675227882233,0.003548855078406632
0.8291730775552637,0.4896785126012914,0.0031484631711945813,0.0035688095376826823
0.8186304323813495,0.5166684739729938,0.0027769985266358536,0.0036959812860004604
0.8119598627090454,0.5160417223677916,0.0027182450011263,0.0034428598592057824
0.8235440008780536,0.5236307873445398,0.0027505375979029957,0.00356951798312366
0.80390465259552,0.4842963148565853,0.0029237770256312456,0.003595898626372218
0.800310517058653,0.5057794819859898,0.0027065081110991098,0.0033891816856339574
0.8288098310723024,0.517701110419105,0.00283155997749418,0.0038468429702334106
0.8482280741719639,0.5413121686262243,0.002809166514506454,0.0033965251641348004
0.8031386417501113,0.5127453120315776,0.002656987731290214,0.0034642930258996785
0.7893086531583,0.475075818160001,0.0029143635594450377,0.003642410854808986
0.8098489817451028,0.4870488696238574,0.0029935360037009508,0.0035028938436880708
0.7862782075124628,0.46893948667189655,0.002954756046700127,0.003648191865067929
0.8126853546675514,0.51944859939463,0.0026838114991893664,0.0033498803386464715
0.8074522158678841,0.48841776216731353,0.002939777250182541,0.003687684307806194
0.7800404885235954,0.4749349110266742,0.002759802305851789,0.00354617036646232
0.8025811489890603,0.4996761776068631,0.002826497602440855,0.0037221148959361017
0.807625553187202,0.5117682078305412,0.0027563612401375875,0.0033226124360226095
0.7920445308965796,0.4749305791714612,0.0029519194846644122,0.0037148495903238654
0.8081454809974221,0.49568750928429994,0.0029023017816464693,0.003424468857701868
0.78108912005144,0.471319837605252,0.002838209175559528,0.0032586348825134337
0.8076487043324638,0.4923272501019871,0.002906171139329672,0.0036278890911489725
0.8035025666741764,0.4959927630775115,0.002841838354737881,0.0034909059177152812
0.7891927782227012,0.4742570168831769,0.0029383603661485456,0.0035071856109425426
0.7856961716623867,0.46669018268585205,0.0029595122563050072,0.003835079085547477
0.7791558749535504,0.4984881325679667,0.002582621911321493,0.0034513214486651123
0.7767629132551306,0.4610501966055702,0.0029265282894758615,0.0034794143866747618
0.7950948774814606,0.4856173624010647,0.002876218449433937,0.0034037322038784623
0.795030851574505,0.4756966338438146,0.0029660235980854314,0.003591967571992427
0.7885082609513226,0.48410701050477867,0.002821552300113527,0.0036487889010459185
0.7872076560469234,0.46531711518764496,0.0029468123513438247,0.0035406762617640197
0.7629214122014887,0.4727965304080178,0.002673755256075631,0.0034571485011838377
0.7780904629651237,0.4598606596974766,0.0029914497589582905,0.0035631689825095236
0.7788132674553815,0.4604279959903044,0.0029284467386520084,0.0037100312183611095
0.7771599695963018,0.46916640506071206,0.002839651027256075,0.003352468542288989
0.7676850171650157,0.45779699087142944,0.0028595826725530274,0.0035359440953470767
0.7836822060977712,0.47939079999923706,0.0028265134212287035,0.0036180703318677843
0.7582017726757947,0.45852697421522703,0.0027644013273803625,0.0034557502949610353
0.7900888271191541,0.47866670524372773,0.0029094043626066517,0.0036001665866933763
0.7830472588539124,0.451719467254246,0.0031082608517916765,0.0037070136168040335
0.7651350445607129,0.47177722436540265,0.002716894446433905,0.003626701596658677
0.7894888450117672,0.46156272292137146,0.003056960433776326,0.003666185832116753
0.7661691869006437,0.4442623082329245,0.003004085320486304,0.0036587564973160625
0.7876243065385258,0.47854380747851205,0.0028527917217134554,0.0036127486382611096
0.7632258727270014,0.4470469583483303,0.00295648818342563,0.003670834470540285
0.7478321457610411,0.4323887667235206,0.0029525023282450788,0.003502995881717652
0.7583645652322208,0.4559123621267431,0.002813761314267621,0.0034873137483373284
0.7679265755064347,0.44090765626991496,0.0030270154889234725,0.0034971166169270873
0.7572751536088831,0.44109750144621906,0.002900181933963562,0.003673260274808854
0.7710407621720258,0.46383460129008575,0.0028684550266274635,0.003679526678752154
0.7675906261977028,0.4566444035838632,0.002892579020494047,0.003543718485161662
0.7561762367977816,0.4358425701365751,0.002968183102305321,0.0035530251916497946
0.7587196230888367,0.4498823881149292,0.0028600518468438704,0.0034662620746530592
0.7793916008051704,0.4525281699264751,0.0029771387001828234,0.003554238937795162
0.7507626309114344,0.4400719474343693,0.0028772178818197813,0.0035446208785288036
0.7565737980253556,0.4347595011486727,0.0029665639021379106,0.0035467755515128374
0.7558690151747536,0.4334383291356704,0.002993335111943238,0.0037479870952665806
0.7604079562074998,0.44417893535950603,0.002945073339266374,0.0034171243314631283
0.7700148873469409,0.4514454962576137,0.0029619953129440546,0.0036988434148952365
0.7512938625672284,0.44125810966772194,0.002884457285022911,0.0035013636806979775
0.7661111372358659,0.44905337954268737,0.00292536779991625,0.003755432553589344
0.7492049546802745,0.43818914890289307,0.002915798165999791,0.0034968943218700588
0.7552260283161613,0.4403033116284539,0.0029136942740639344,0.003596413414925337
0.7568128231693717,0.44641918645185585,0.0028606874128694042,0.003656416025478393
0.7509216508444618,0.4209265498554005,0.0030602658961844794,0.0037847081548534334
0.7519002977539512,0.43381187144447775,0.002975343322545728,0.0034587698173709214
0.7539709350642037,0.43491307251593647,0.002970686278251164,0.0036594695411622524
0.7523320457514595,0.43378882285426645,0.002951074727153515,0.0036283006193116307
0.7470089232220369,0.4285564054461086,0.0029876891331856743,0.0036087539047002792
0.7443105613484102,0.4289187929209541,0.0029257889837026596,0.0037030607345514
0.7591383807799396,0.4508061408996582,0.0028455908793736905,0.003573941590730101
0.7418542907518499,0.43336904399535237,0.0028858225970693372,0.003652906569186598
0.73916856155676,0.43452215720625487,0.002814303419333609,0.003615117573644966
0.7401915753588957,0.4266870617866516,0.002919931402977775,0.003522294224239886
0.7567586144980263,0.4337647741331774,0.0030057113001342207,0.003579421783797443
0.7523565537789288,0.4292266211088966,0.003022471593473764,0.0035134173231199384
0.7734550132470972,0.4568529768901713,0.002937666523982497,0.0035095433704555035
