seed,rmse,corr,r2
42,0.044326793402433395,0.49379234681760975,0.22932219505310059
123,0.044434260576963425,0.4846483980016882,0.22558069229125977
2024,0.044859424233436584,0.48503866031980103,0.21068990230560303
7,0.0444367490708828,0.4850508857718809,0.22549402713775635
999,0.045224811881780624,0.46714847119490815,0.19777947664260864
