rmse,corr,r2,fold
0.07003948837518692,0.7129109100689569,0.37279897928237915,Fold1_2010
0.05974474549293518,0.832979328565718,0.5731098651885986,Fold2_2015
0.06594245880842209,0.7825415740649921,0.4511984586715698,Fold3_2020
