train_loss,train_data_mse,train_phys_loss,val_mse_raw
0.919966816117889,0.919966816117889,0.0,0.0064077565136055155
0.6991555235887829,0.6991555235887829,0.0,0.0038234653572241464
0.49680991392386586,0.49680991392386586,0.0,0.0026568640023469925
0.45338156348780584,0.45338156348780584,0.0,0.002587475309458872
0.4041199958638141,0.4041199958638141,0.0,0.002549469160536925
0.41087839321086284,0.41087839321086284,0.0,0.002497894844661156
0.3955425267156802,0.3955425267156802,0.0,0.0024589861277490854
0.39252613876995285,0.39252613876995285,0.0,0.002393884933553636
0.38933441984026057,0.38933441984026057,0.0,0.002440013767530521
0.37549793602604614,0.37549793602604614,0.0,0.002436865276346604
0.3491600371505085,0.3491600371505085,0.0,0.0023393180454149842
0.38221050955747304,0.38221050955747304,0.0,0.0024154739221557975
0.35855182064206975,0.35855182064206975,0.0,0.002439101692289114
0.36873099443159607,0.36873099443159607,0.0,0.0023841565707698464
0.36338653140946436,0.36338653140946436,0.0,0.0024324822976874807
0.3742690117735612,0.3742690117735612,0.0,0.0023278831892336407
0.33814930288415207,0.33814930288415207,0.0,0.0023848399481115243
0.3486461176684028,0.3486461176684028,0.0,0.00231751244670401
0.36800475183286163,0.36800475183286163,0.0,0.002347581961657852
0.3530103697588569,0.3530103697588569,0.0,0.002366198653665682
0.342594303582844,0.342594303582844,0.0,0.0022733329872911177
0.36009002594571365,0.36009002594571365,0.0,0.002315801141473154
0.37222685468824285,0.37222685468824285,0.0,0.00249569114142408
0.3543455083119242,0.3543455083119242,0.0,0.002386106022944053
0.3596922033711484,0.3596922033711484,0.0,0.002336397379015883
0.32419044171508987,0.32419044171508987,0.0,0.002369215595535934
0.3594317153880471,0.3594317153880471,0.0,0.002396857482381165
0.3270493690904818,0.3270493690904818,0.0,0.0023678074358031154
0.3511618367935482,0.3511618367935482,0.0,0.0023631182266399264
0.3609723358562118,0.3609723358562118,0.0,0.002311912908529242
0.31450936002166646,0.31450936002166646,0.0,0.0023659277940168977
0.3289125142128844,0.3289125142128844,0.0,0.002523236849810928
0.33774711505362864,0.33774711505362864,0.0,0.002346474192260454
0.3150996812864354,0.3150996812864354,0.0,0.002312902477569878
0.31341445053878586,0.31341445053878586,0.0,0.0024436299960749843
0.30011733346863795,0.30011733346863795,0.0,0.002333095083789279
0.32721843452830063,0.32721843452830063,0.0,0.002301572395178179
0.32273806200215693,0.32273806200215693,0.0,0.0022876380438295505
0.2973332107067108,0.2973332107067108,0.0,0.0024383477478598556
0.3253930830641797,0.3253930830641797,0.0,0.0024710774111251035
0.30992819525693593,0.30992819525693593,0.0,0.0024247342565407357
0.3042892347040929,0.3042892347040929,0.0,0.002361139534817388
0.30829501308892904,0.30829501308892904,0.0,0.002419093798380345
0.30689604580402374,0.30689604580402374,0.0,0.0024361477311079702
0.3078021324778858,0.3078021324778858,0.0,0.0023295729770325124
0.29054596941722066,0.29054596941722066,0.0,0.002394330319172392
0.2916354882089715,0.2916354882089715,0.0,0.002373682839485506
0.26641221658179637,0.26641221658179637,0.0,0.002384804499646028
0.26905362543306854,0.26905362543306854,0.0,0.002358437496392677
0.24998276739528305,0.24998276739528305,0.0,0.00230220522886763
0.28545939490983363,0.28545939490983363,0.0,0.0023059805001442633
0.2647154880197425,0.2647154880197425,0.0,0.0023238517072362206
0.2764272125143754,0.2764272125143754,0.0,0.002316300757229328
0.24376638782651802,0.24376638782651802,0.0,0.0023974271413559714
0.25660178379008647,0.25660178379008647,0.0,0.00244241029334565
0.23835501427713193,0.23835501427713193,0.0,0.002485697545732061
0.2419284084125569,0.2419284084125569,0.0,0.0023046541997852423
0.22178338938637784,0.22178338938637784,0.0,0.0025406390971814594
0.23515529381601433,0.23515529381601433,0.0,0.0025109600198144713
0.2066885142734176,0.2066885142734176,0.0,0.0024505945233007274
0.2218032781230776,0.2218032781230776,0.0,0.002485506896240016
0.21704817798576856,0.21704817798576856,0.0,0.0027988194099937878
0.20025937494478727,0.20025937494478727,0.0,0.0026283366605639458
0.17514315031861005,0.17514315031861005,0.0,0.0028424212553848824
0.17972825663654426,0.17972825663654426,0.0,0.002610718171733121
0.18939343683029475,0.18939343683029475,0.0,0.002588640859661003
0.1706351073164689,0.1706351073164689,0.0,0.0029145920804391303
0.1739662928800834,0.1739662928800834,0.0,0.0026504277484491467
0.15561996047434054,0.15561996047434054,0.0,0.002600243237490455
0.12995370536258347,0.12995370536258347,0.0,0.002525198409178605
0.12365092043029635,0.12365092043029635,0.0,0.0027408767103527984
0.1353285224422028,0.1353285224422028,0.0,0.002832076861523092
0.14366657679018222,0.14366657679018222,0.0,0.0028588047716766596
0.1402490605649195,0.1402490605649195,0.0,0.0027478051682313285
0.11779185188444037,0.11779185188444037,0.0,0.002856862614862621
0.11612569677986596,0.11612569677986596,0.0,0.002693691950601836
0.12714287893552528,0.12714287893552528,0.0,0.002838761623327931
0.11312252675232135,0.11312252675232135,0.0,0.0030298924927289286
0.11714753390927064,0.11714753390927064,0.0,0.0030779904142643013
0.10192492280743624,0.10192492280743624,0.0,0.003136655897833407
0.08760766116412062,0.08760766116412062,0.0,0.002818222545708219
0.10778348736072842,0.10778348736072842,0.0,0.002853684709407389
0.09153285485349204,0.09153285485349204,0.0,0.0030896965957557163
0.09040009759758648,0.09040009759758648,0.0,0.002985440951306373
0.10437778422707006,0.10437778422707006,0.0,0.0030535367162277303
0.09553520832406848,0.09553520832406848,0.0,0.0029704543218637505
0.0911779209579292,0.0911779209579292,0.0,0.0029001907678321004
0.07822935420431588,0.07822935420431588,0.0,0.0029684251251940927
0.07571932781291635,0.07571932781291635,0.0,0.0032640910164142647
0.08678272248882997,0.08678272248882997,0.0,0.0032251280111571154
0.08881576437699168,0.08881576437699168,0.0,0.0028724175256987414
0.09107987131727369,0.09107987131727369,0.0,0.003141923458315432
0.0900279516844373,0.0900279516844373,0.0,0.0029955485370010138
0.07962716253180253,0.07962716253180253,0.0,0.0030155354567493
0.059445702519856,0.059445702519856,0.0,0.003025739104487002
0.07397898668913465,0.07397898668913465,0.0,0.002998896253605684
0.06624544245239936,0.06624544245239936,0.0,0.003015694518884023
0.07138526233795442,0.07138526233795442,0.0,0.003125905020472904
0.06878126510664036,0.06878126510664036,0.0,0.0030627873493358493
0.07718776401720549,0.07718776401720549,0.0,0.0030901995099460087
0.07945876872461093,0.07945876872461093,0.0,0.003204526767755548
0.06932203667728525,0.06932203667728525,0.0,0.003084865127069255
0.06461690229020621,0.06461690229020621,0.0,0.003078639507293701
0.07037108293489407,0.07037108293489407,0.0,0.002911959852402409
0.06138804662776621,0.06138804662776621,0.0,0.003148210196134945
0.06055503162114244,0.06055503162114244,0.0,0.003077922544131676
0.07036820828522507,0.07036820828522507,0.0,0.003059617360122502
0.06514525413513184,0.06514525413513184,0.0,0.003187948682655891
0.05971576400885457,0.05971576400885457,0.0,0.0030003251740708947
0.06679197856666226,0.06679197856666226,0.0,0.003068331202181677
0.057804453235707785,0.057804453235707785,0.0,0.0031080543606852493
0.06944433952632703,0.06944433952632703,0.0,0.0030514170648530126
0.05813715646141454,0.05813715646141454,0.0,0.003220519128565987
0.06572408013437923,0.06572408013437923,0.0,0.003175012689704696
0.05713919555082133,0.05713919555082133,0.0,0.0031015579976762333
0.05833421618138489,0.05833421618138489,0.0,0.0029881399435301623
0.05171441963236583,0.05171441963236583,0.0,0.0031694837768251696
0.050706511167319196,0.050706511167319196,0.0,0.0032752618426457047
0.06183171046799735,0.06183171046799735,0.0,0.00316287224025776
0.07572278321573608,0.07572278321573608,0.0,0.0031488246362035475
0.06056667423169864,0.06056667423169864,0.0,0.003183178797674676
0.057985852913636914,0.057985852913636914,0.0,0.0032695403400187692
0.061888886811701876,0.061888886811701876,0.0,0.003285048451895515
0.056440729843942744,0.056440729843942744,0.0,0.0033155001777534685
0.06359976020298506,0.06359976020298506,0.0,0.0031933533415819206
0.06111632414946431,0.06111632414946431,0.0,0.003219630724440018
0.04313677745430093,0.04313677745430093,0.0,0.0032717374075825014
0.0572245491570548,0.0572245491570548,0.0,0.003248148326141139
0.053292579066596533,0.053292579066596533,0.0,0.0032859266502782702
0.05641331729528151,0.05641331729528151,0.0,0.0031761388139178357
0.05761888074247461,0.05761888074247461,0.0,0.003227380511816591
0.05217491354989378,0.05217491354989378,0.0,0.003359503927640617
0.042786393461650925,0.042786393461650925,0.0,0.0032278788276016712
0.05949709672284754,0.05949709672284754,0.0,0.0032771796686574817
0.05548714091511149,0.05548714091511149,0.0,0.003141852871825298
0.052161861799265206,0.052161861799265206,0.0,0.0031076837719107666
0.05029005067128884,0.05029005067128884,0.0,0.0032279842998832464
0.047392154210492185,0.047392154210492185,0.0,0.0031848946042979756
0.05464568322426394,0.05464568322426394,0.0,0.0032455672044306993
0.05099401201464628,0.05099401201464628,0.0,0.0032102717474723854
0.059123125123350245,0.059123125123350245,0.0,0.003209234525760015
0.05148842494542662,0.05148842494542662,0.0,0.0033363987458869815
0.04716091269725248,0.04716091269725248,0.0,0.00330258389779677
0.05842963831597253,0.05842963831597253,0.0,0.003218388146099945
0.04540647252609855,0.04540647252609855,0.0,0.00326283093697081
0.04667559060219087,0.04667559060219087,0.0,0.0032065792862946787
0.053098009311054885,0.053098009311054885,0.0,0.00320459525876989
0.05881847578443979,0.05881847578443979,0.0,0.003230526034409801
0.046495067739957256,0.046495067739957256,0.0,0.0031991987101112804
0.05508651339301938,0.05508651339301938,0.0,0.003274424079184731
0.05692361824606594,0.05692361824606594,0.0,0.00325795942141364
0.04922457710888825,0.04922457710888825,0.0,0.003278838819824159
0.05730041665466208,0.05730041665466208,0.0,0.003117316751740873
0.04825765967957283,0.04825765967957283,0.0,0.0032579354010522366
0.05203557749719996,0.05203557749719996,0.0,0.0031334819893042245
0.04850878537093338,0.04850878537093338,0.0,0.003336658158029119
0.05218397938695393,0.05218397938695393,0.0,0.0032885551530246935
0.04754321350667037,0.04754321350667037,0.0,0.003200907066153983
0.050637337918344294,0.050637337918344294,0.0,0.0032068826646233597
0.05254229432658145,0.05254229432658145,0.0,0.0033900346995020905
0.05653536604031136,0.05653536604031136,0.0,0.0031935933899755278
0.049783015721722654,0.049783015721722654,0.0,0.003399111369314293
0.04395514942313496,0.04395514942313496,0.0,0.0033228183553243675
0.04748106316516274,0.04748106316516274,0.0,0.0033122091942156353
0.047135561018397935,0.047135561018397935,0.0,0.00329035974573344
0.04832028984827431,0.04832028984827431,0.0,0.003225258318707347
