rmse,corr,r2,seed
0.053052932024002075,0.8040183771222128,0.6351991891860962,42
0.04904951527714729,0.8309146747691412,0.6881781816482544,123
0.05145911127328873,0.8142578085850722,0.65678870677948,2024
0.04982103034853935,0.8292822725154169,0.6782915592193604,7
0.057151369750499725,0.7765315751692957,0.5766589641571045,999
