rmse,corr,r2,seed
0.04971517622470856,0.4109912539481727,0.030566096305847168,42
0.050051767379045486,0.41407805376745316,0.0173947811126709,123
0.05181600898504257,0.3833261596205784,-0.05309641361236572,2024
0.05274397134780884,0.35522072489651824,-0.09115350246429443,7
0.05004895105957985,0.39533951192790756,0.017505347728729248,999
