rmse,corr,r2,seed
0.04813268408179283,0.39033062645997546,0.09130030870437622,42
0.046842966228723526,0.4144944575952737,0.1393451690673828,123
0.0487373061478138,0.37027328980842944,0.06832754611968994,2024
0.04799969121813774,0.3762598768975855,0.09631496667861938,7
0.047445133328437805,0.3976894287087371,0.11707550287246704,999
