seed,rmse,corr,r2
42,0.05305873975157738,0.8039919669208142,0.6351193189620972
123,0.049053631722927094,0.8308848809313085,0.6881258487701416
2024,0.051464345306158066,0.8142113042286729,0.6567188501358032
7,0.049822814762592316,0.8292555323473064,0.6782684922218323
999,0.05715368315577507,0.7765232806975888,0.5766247510910034
