rmse,corr,r2,seed
0.05807531252503395,0.7745290642594325,0.562860369682312,42
0.051994629204273224,0.8134247009492572,0.6496081352233887,123
0.05518971011042595,0.787405500001923,0.605221688747406,2024
0.05180501937866211,0.8133470463772264,0.6521589756011963,7
0.05435866117477417,0.8034338476725598,0.617021381855011,999
