rmse,corr,r2,seed
0.05833759531378746,0.7864313433660043,0.5589029788970947,42
0.05456395819783211,0.8219575691281047,0.6141231060028076,123
0.05884331464767456,0.7822226256713298,0.5512222051620483,2024
0.055603958666324615,0.8180118360970309,0.5992730855941772,7
0.05862116068601608,0.7756880076904088,0.5546044707298279,999
