seed,rmse,corr,r2
42,0.05318396911025047,0.36633595125299767,-0.10943460464477539
123,0.0556463822722435,0.2899024003907417,-0.21454644203186035
2024,0.0546414740383625,0.3552493200963707,-0.1710759401321411
7,0.05330266058444977,0.3697282198313747,-0.11439204216003418
999,0.05649286136031151,0.31692502844624204,-0.25177812576293945
