seed,rmse,corr,r2
42,0.05086921527981758,0.39200687680996366,-0.014963150024414062
123,0.05040302872657776,0.4031070295162457,0.0035546422004699707
2024,0.05191684514284134,0.3667226513179151,-0.05719923973083496
7,0.05066879838705063,0.3850260885713985,-0.006981372833251953
999,0.050510223954916,0.3979171993299839,-0.0006883144378662109
